,nonReportChem,Community,Facility,primary_naics,industry,num_reporting
19,PROPYLENE,1,GLOBAL COS LLC GLENWOOD LANDING TERMINAL,424710,Petroleum Bulk Stations and Terminals ,1
20,PROPYLENE,1,NORTH ALBANY TERMINAL CO - GLENMONT TERMINAL,424710,Petroleum Bulk Stations and Terminals ,1
21,PROPYLENE,1,COMMANDER TERMINALS LLC,424710,Petroleum Bulk Stations and Terminals ,1
22,PROPYLENE,1,ALLIED NEW YORK SERVICES  INC,424710,Petroleum Bulk Stations and Terminals ,1
23,PROPYLENE,1,FRED M SCHILDWACHTER & SONS INC,424710,Petroleum Bulk Stations and Terminals ,1
24,PROPYLENE,1,US DOD DFSP VERONA,424710,Petroleum Bulk Stations and Terminals ,1
10,STYRENE,1,DUREZ NIAGARA,325211,Plastics Material and Resin Manufacturing ,2
12,STYRENE,1,CYTEC OLEAN INC,325211,Plastics Material and Resin Manufacturing ,2
27,STYRENE,1,3M CO - TONAWANDA,325211,Plastics Material and Resin Manufacturing ,2
0,STYRENE,1,NORTHVILLE INDUSTRIES CORP - SETAUKET TERMINAL,424710,Petroleum Bulk Stations and Terminals ,1
1,STYRENE,1,UNITED RIVERHEAD TERMINAL INC,424710,Petroleum Bulk Stations and Terminals ,1
2,STYRENE,1,GLOBAL COS LLC NORTH TERMINAL,424710,Petroleum Bulk Stations and Terminals ,1
3,STYRENE,1,GRIFFITH ENERGY - BIG FLATS,424710,Petroleum Bulk Stations and Terminals ,1
4,STYRENE,1,MOHAWK - MARCY TERMINAL,424710,Petroleum Bulk Stations and Terminals ,1
5,STYRENE,1,GRIFFITH ENERGY - ROCHESTER TERMINAL,424710,Petroleum Bulk Stations and Terminals ,1
6,STYRENE,1,UNITED METRO ENERGY CORP,424710,Petroleum Bulk Stations and Terminals ,1
7,STYRENE,1,GRIFFITH ENERGY - PALMYRA,424710,Petroleum Bulk Stations and Terminals ,1
8,STYRENE,1,GRIFFITH ENERGY - WATERTOWN,424710,Petroleum Bulk Stations and Terminals ,1
9,STYRENE,1,GRIFFITH ENERGY - LODI,424710,Petroleum Bulk Stations and Terminals ,1
11,STYRENE,1,NOCO ENERGY CORP,424710,Petroleum Bulk Stations and Terminals ,1
13,STYRENE,1,GLOBAL COS LLC SOUTH TERMINAL,424710,Petroleum Bulk Stations and Terminals ,1
14,STYRENE,1,GLOBAL COS LLC INWOOD TERMINAL,424710,Petroleum Bulk Stations and Terminals ,1
15,STYRENE,1,NORTHVILLE INDUSTRIES CORP - HOLTSVILLE TERMINAL,424710,Petroleum Bulk Stations and Terminals ,1
16,STYRENE,1,GLOBAL COS LLC ALBANY TERMINAL,424710,Petroleum Bulk Stations and Terminals ,1
17,STYRENE,1,BP PRODUCTS NA INC BROOKLYN TERMINAL,424710,Petroleum Bulk Stations and Terminals ,1
18,STYRENE,1,GLOBAL COS LLC CARGO TERMINAL,424710,Petroleum Bulk Stations and Terminals ,1
19,STYRENE,1,GLOBAL COS LLC NEWBURGH TERMINAL,424710,Petroleum Bulk Stations and Terminals ,1
20,STYRENE,1,ALLIED AVIATION SERVICE CO OF NEW YORK INC,424710,Petroleum Bulk Stations and Terminals ,1
21,STYRENE,1,GLOBAL COS LLC GLENWOOD LANDING TERMINAL,424710,Petroleum Bulk Stations and Terminals ,1
22,STYRENE,1,NORTH ALBANY TERMINAL CO - GLENMONT TERMINAL,424710,Petroleum Bulk Stations and Terminals ,1
23,STYRENE,1,COMMANDER TERMINALS LLC,424710,Petroleum Bulk Stations and Terminals ,1
24,STYRENE,1,ALLIED NEW YORK SERVICES  INC,424710,Petroleum Bulk Stations and Terminals ,1
25,STYRENE,1,FRED M SCHILDWACHTER & SONS INC,424710,Petroleum Bulk Stations and Terminals ,1
26,STYRENE,1,US DOD DFSP VERONA,424710,Petroleum Bulk Stations and Terminals ,1
3,TOLUENE,1,COMMANDER TERMINALS LLC,424710,Petroleum Bulk Stations and Terminals ,22
5,TOLUENE,1,ALLIED NEW YORK SERVICES  INC,424710,Petroleum Bulk Stations and Terminals ,22
6,TOLUENE,1,FRED M SCHILDWACHTER & SONS INC,424710,Petroleum Bulk Stations and Terminals ,22
7,TOLUENE,1,US DOD DFSP VERONA,424710,Petroleum Bulk Stations and Terminals ,22
1,TOLUENE,1,BUCKEYE TERMINALS LLC - ROSETON TERMINAL,493190,Other Warehousing and Storage,3
0,TOLUENE,1,DUREZ NIAGARA,325211,Plastics Material and Resin Manufacturing ,2
2,TOLUENE,1,SI GROUP INC,325211,Plastics Material and Resin Manufacturing ,2
12,TOLUENE,1,3M CO - TONAWANDA,325211,Plastics Material and Resin Manufacturing ,2
4,TOLUENE,1,WESTERN NEW YORK ENERGY LLC,325193,Ethyl Alcohol Manufacturing ,1
8,TOLUENE,1,UNITHER MANUFACTURING LLC,325412,Pharmaceutical Preparation Manufacturing ,1
9,TOLUENE,1,WYETH,325412,Pharmaceutical Preparation Manufacturing ,1
10,TOLUENE,1,HUNTER PANELS LLC,326150,Urethane and Other Foam Product (except Polystyrene) Manufacturing,1
11,TOLUENE,1,HUNTER PANELS LLC,326150,Urethane and Other Foam Product (except Polystyrene) Manufacturing,1
13,TOLUENE,1,ARKEMA INC,325199,All Other Basic Organic Chemical Manufacturing ,1
0,"TOLUENE-2,4-DIISOCYANATE",1,DUREZ NIAGARA,325211,Plastics Material and Resin Manufacturing ,1
1,"TOLUENE-2,4-DIISOCYANATE",1,SABIC INNOVATIVE PLASTICS US LLC,325211,Plastics Material and Resin Manufacturing ,1
2,"TOLUENE-2,4-DIISOCYANATE",1,SI GROUP INC,325211,Plastics Material and Resin Manufacturing ,1
3,"TOLUENE-2,4-DIISOCYANATE",1,3M CO - TONAWANDA,325211,Plastics Material and Resin Manufacturing ,1
0,TRIETHYLAMINE,1,SABIC INNOVATIVE PLASTICS US LLC,325211,Plastics Material and Resin Manufacturing ,1
1,TRIETHYLAMINE,1,SI GROUP INC,325211,Plastics Material and Resin Manufacturing ,1
2,TRIETHYLAMINE,1,CYTEC OLEAN INC,325211,Plastics Material and Resin Manufacturing ,1
3,TRIETHYLAMINE,1,3M CO - TONAWANDA,325211,Plastics Material and Resin Manufacturing ,1
0,VINYL ACETATE,1,SAINT-GOBAIN PERFORMANCE PLAST ICS,322220,Paper Bag and Coated and Treated Paper Manufacturing,1
0,ZINC COMPOUNDS,1,DUREZ NIAGARA,325211,Plastics Material and Resin Manufacturing ,1
1,ZINC COMPOUNDS,1,SI GROUP INC,325211,Plastics Material and Resin Manufacturing ,1
2,ZINC COMPOUNDS,1,CYTEC OLEAN INC,325211,Plastics Material and Resin Manufacturing ,1
3,ZINC COMPOUNDS,1,3M CO - TONAWANDA,325211,Plastics Material and Resin Manufacturing ,1
0,METHYL METHACRYLATE,2,AN-COR INDUSTRIAL PLASTICS,326199,All Other Plastics Product Manufacturing ,3
1,METHYL METHACRYLATE,2,TRIAD TECHNOLOGIES INC,326199,All Other Plastics Product Manufacturing ,3
2,METHYL METHACRYLATE,2,REMEE CASTING,326199,All Other Plastics Product Manufacturing ,3
0,AMMONIA,3,OSWEGO HARBOR POWER,221112,Fossil Fuel Electric Power Generation ,3
1,AMMONIA,3,ASTORIA GENERATING STATION,221112,Fossil Fuel Electric Power Generation ,3
2,AMMONIA,3,NATIONAL GRID  NORTHPORT POWER STATION,221112,Fossil Fuel Electric Power Generation ,3
3,AMMONIA,3,BOWLINE POINT GENERATING STATION,221112,Fossil Fuel Electric Power Generation ,3
4,AMMONIA,3,NATIONAL GRID EF BARRETT POWER STATION,221112,Fossil Fuel Electric Power Generation ,3
5,AMMONIA,3,BAYSWATER PEAKING FACILITY LL C,221112,Fossil Fuel Electric Power Generation ,3
0,DIOXIN AND DIOXIN-LIKE COMPOUNDS,3,CONSOLIDATED EDISON CO OF NEW YORK - EAST RIVER FACILITY,221112,Fossil Fuel Electric Power Generation ,1
1,DIOXIN AND DIOXIN-LIKE COMPOUNDS,3,TRANSCANADA RAVENSWOOD POWER STATION,221112,Fossil Fuel Electric Power Generation ,1
2,DIOXIN AND DIOXIN-LIKE COMPOUNDS,3,NATIONAL GRID  PORT JEFFERSON POWER STATION,221112,Fossil Fuel Electric Power Generation ,1
3,DIOXIN AND DIOXIN-LIKE COMPOUNDS,3,OSWEGO HARBOR POWER,221112,Fossil Fuel Electric Power Generation ,1
4,DIOXIN AND DIOXIN-LIKE COMPOUNDS,3,ASTORIA GENERATING STATION,221112,Fossil Fuel Electric Power Generation ,1
5,DIOXIN AND DIOXIN-LIKE COMPOUNDS,3,BOWLINE POINT GENERATING STATION,221112,Fossil Fuel Electric Power Generation ,1
6,DIOXIN AND DIOXIN-LIKE COMPOUNDS,3,FIBERMARK NA INC,322121,Paper (except Newsprint) Mills ,1
7,DIOXIN AND DIOXIN-LIKE COMPOUNDS,3,NATIONAL GRID EF BARRETT POWER STATION,221112,Fossil Fuel Electric Power Generation ,1
8,DIOXIN AND DIOXIN-LIKE COMPOUNDS,3,BAYSWATER PEAKING FACILITY LL C,221112,Fossil Fuel Electric Power Generation ,1
0,LEAD COMPOUNDS,3,BUCKEYE TERMINALS LLC - BROOKLYN TERMINAL,493190,Other Warehousing and Storage,1
0,NAPHTHALENE,3,CONSOLIDATED EDISON CO OF NEW YORK - EAST RIVER FACILITY,221112,Fossil Fuel Electric Power Generation ,1
1,NAPHTHALENE,3,TRANSCANADA RAVENSWOOD POWER STATION,221112,Fossil Fuel Electric Power Generation ,1
2,NAPHTHALENE,3,NATIONAL GRID  PORT JEFFERSON POWER STATION,221112,Fossil Fuel Electric Power Generation ,1
3,NAPHTHALENE,3,OSWEGO HARBOR POWER,221112,Fossil Fuel Electric Power Generation ,1
4,NAPHTHALENE,3,NATIONAL GRID  NORTHPORT POWER STATION,221112,Fossil Fuel Electric Power Generation ,1
5,NAPHTHALENE,3,BOWLINE POINT GENERATING STATION,221112,Fossil Fuel Electric Power Generation ,1
6,NAPHTHALENE,3,NATIONAL GRID EF BARRETT POWER STATION,221112,Fossil Fuel Electric Power Generation ,1
7,NAPHTHALENE,3,BAYSWATER PEAKING FACILITY LL C,221112,Fossil Fuel Electric Power Generation ,1
0,"1,2,4-TRIMETHYLBENZENE",4,TITANX ENGINE COOLING INC,336390,Other Motor Vehicle Parts Manufacturing,1
0,AMMONIA,4,EASTERN ALLOYS INC,331492,"Secondary Smelting, Refining, and Alloying of Nonferrous Metal (except Copper and Aluminum) ",1
1,AMMONIA,4,METALICO ALUMINUM RECOVERY INC,331314,Secondary Smelting and Alloying of Aluminum ,1
2,AMMONIA,4,PRATT & WHITNEY - HMI METAL POWDERS,331492,"Secondary Smelting, Refining, and Alloying of Nonferrous Metal (except Copper and Aluminum) ",1
3,AMMONIA,4,AMES GOLDSMITH,331492,"Secondary Smelting, Refining, and Alloying of Nonferrous Metal (except Copper and Aluminum) ",1
0,BENZENE,4,TITANX ENGINE COOLING INC,336390,Other Motor Vehicle Parts Manufacturing,1
0,CARBONYL SULFIDE,4,MILWARD ALLOYS INC,331313,Alumina Refining and Primary Aluminum Production ,1
0,CHLORINE,4,MILWARD ALLOYS INC,331313,Alumina Refining and Primary Aluminum Production ,1
0,CHROMIUM,4,SABIN METAL CORP,331492,"Secondary Smelting, Refining, and Alloying of Nonferrous Metal (except Copper and Aluminum) ",1
1,CHROMIUM,4,EASTERN ALLOYS INC,331492,"Secondary Smelting, Refining, and Alloying of Nonferrous Metal (except Copper and Aluminum) ",1
2,CHROMIUM,4,TITANX ENGINE COOLING INC,336390,Other Motor Vehicle Parts Manufacturing,1
3,CHROMIUM,4,ENDICOTT RESEARCH GROUP,334419,Other Electronic Component Manufacturing ,1
4,CHROMIUM,4,NORTH AMERICAN HOGANAS - NIAGARA FALLS PLANT,331110,Iron and Steel Mills and Ferroalloy Manufacturing ,1
5,CHROMIUM,4,SCIENTIFIC COMPONENTS CORP,334419,Other Electronic Component Manufacturing ,1
6,CHROMIUM,4,UOP TONAWANDA,332117,Powder Metallurgy Part Manufacturing ,1
7,CHROMIUM,4,DAWSON METAL CO INC,332322,Sheet Metal Work Manufacturing ,1
8,CHROMIUM,4,MILWARD ALLOYS INC,331313,Alumina Refining and Primary Aluminum Production ,1
9,CHROMIUM,4,AMES GOLDSMITH,331492,"Secondary Smelting, Refining, and Alloying of Nonferrous Metal (except Copper and Aluminum) ",1
0,COBALT,4,SABIN METAL CORP,331492,"Secondary Smelting, Refining, and Alloying of Nonferrous Metal (except Copper and Aluminum) ",1
1,COBALT,4,EASTERN ALLOYS INC,331492,"Secondary Smelting, Refining, and Alloying of Nonferrous Metal (except Copper and Aluminum) ",1
2,COBALT,4,NORTH AMERICAN HOGANAS - NIAGARA FALLS PLANT,331110,Iron and Steel Mills and Ferroalloy Manufacturing ,1
3,COBALT,4,UOP TONAWANDA,332117,Powder Metallurgy Part Manufacturing ,1
4,COBALT,4,AMES GOLDSMITH,331492,"Secondary Smelting, Refining, and Alloying of Nonferrous Metal (except Copper and Aluminum) ",1
0,COPPER,4,SABIN METAL CORP,331492,"Secondary Smelting, Refining, and Alloying of Nonferrous Metal (except Copper and Aluminum) ",1
1,COPPER,4,PARKER HANNIFIN CORP FLUID SYSTEMS DIV,336413,Other Aircraft Parts and Auxiliary Equipment Manufacturing ,1
2,COPPER,4,ENDICOTT RESEARCH GROUP,334419,Other Electronic Component Manufacturing ,1
3,COPPER,4,AMETEK AEROSPACE & DEFENSE,336413,Other Aircraft Parts and Auxiliary Equipment Manufacturing ,1
4,COPPER,4,NORTH AMERICAN HOGANAS - NIAGARA FALLS PLANT,331110,Iron and Steel Mills and Ferroalloy Manufacturing ,1
5,COPPER,4,SCIENTIFIC COMPONENTS CORP,334419,Other Electronic Component Manufacturing ,1
6,COPPER,4,SPECIAL METALS CORP,332112,Nonferrous Forging ,1
7,COPPER,4,PRATT & WHITNEY - HMI METAL POWDERS,331492,"Secondary Smelting, Refining, and Alloying of Nonferrous Metal (except Copper and Aluminum) ",1
8,COPPER,4,BLACKSTONE BUSINESS ENTERPRISES INC,332322,Sheet Metal Work Manufacturing ,1
9,COPPER,4,AMES GOLDSMITH,331492,"Secondary Smelting, Refining, and Alloying of Nonferrous Metal (except Copper and Aluminum) ",1
10,COPPER,4,UMICORE TECHNICAL MATERIALS NA INC,332618,Other Fabricated Wire Product Manufacturing ,1
0,DIOXIN AND DIOXIN-LIKE COMPOUNDS,4,METALICO ALUMINUM RECOVERY INC,331314,Secondary Smelting and Alloying of Aluminum ,1
1,DIOXIN AND DIOXIN-LIKE COMPOUNDS,4,MILWARD ALLOYS INC,331313,Alumina Refining and Primary Aluminum Production ,1
0,ETHYLBENZENE,4,TITANX ENGINE COOLING INC,336390,Other Motor Vehicle Parts Manufacturing,1
0,HYDROGEN FLUORIDE,4,METALICO ALUMINUM RECOVERY INC,331314,Secondary Smelting and Alloying of Aluminum ,1
1,HYDROGEN FLUORIDE,4,FIRTH RIXSON INC,332112,Nonferrous Forging ,1
2,HYDROGEN FLUORIDE,4,MILWARD ALLOYS INC,331313,Alumina Refining and Primary Aluminum Production ,1
1,LEAD,4,EATON CORP,334419,Other Electronic Component Manufacturing ,2
2,LEAD,4,HONEYWELL INTERNATIONAL INC,336413,Other Aircraft Parts and Auxiliary Equipment Manufacturing ,2
4,LEAD,4,PRATT & WHITNEY - HMI METAL POWDERS,331492,"Secondary Smelting, Refining, and Alloying of Nonferrous Metal (except Copper and Aluminum) ",2
5,LEAD,4,AMES GOLDSMITH,331492,"Secondary Smelting, Refining, and Alloying of Nonferrous Metal (except Copper and Aluminum) ",2
0,LEAD,4,CRUCIBLE INDUSTRIES LLC,331110,Iron and Steel Mills and Ferroalloy Manufacturing ,1
3,LEAD,4,MILWARD ALLOYS INC,331313,Alumina Refining and Primary Aluminum Production ,1
0,MANGANESE,4,TITANX ENGINE COOLING INC,336390,Other Motor Vehicle Parts Manufacturing,1
1,MANGANESE,4,NORTH AMERICAN HOGANAS - NIAGARA FALLS PLANT,331110,Iron and Steel Mills and Ferroalloy Manufacturing ,1
2,MANGANESE,4,MILWARD ALLOYS INC,331313,Alumina Refining and Primary Aluminum Production ,1
0,MERCURY,4,POTTERS INDUSTRIES LLC,327215,Glass Product Manufacturing Made of Purchased Glass ,1
0,NICKEL,4,SABIN METAL CORP,331492,"Secondary Smelting, Refining, and Alloying of Nonferrous Metal (except Copper and Aluminum) ",1
1,NICKEL,4,EASTERN ALLOYS INC,331492,"Secondary Smelting, Refining, and Alloying of Nonferrous Metal (except Copper and Aluminum) ",1
2,NICKEL,4,TITANX ENGINE COOLING INC,336390,Other Motor Vehicle Parts Manufacturing,1
3,NICKEL,4,ENDICOTT RESEARCH GROUP,334419,Other Electronic Component Manufacturing ,1
4,NICKEL,4,NORTH AMERICAN HOGANAS - NIAGARA FALLS PLANT,331110,Iron and Steel Mills and Ferroalloy Manufacturing ,1
5,NICKEL,4,SCIENTIFIC COMPONENTS CORP,334419,Other Electronic Component Manufacturing ,1
6,NICKEL,4,AMES GOLDSMITH,331492,"Secondary Smelting, Refining, and Alloying of Nonferrous Metal (except Copper and Aluminum) ",1
0,NITRATE COMPOUNDS,4,EASTERN ALLOYS INC,331492,"Secondary Smelting, Refining, and Alloying of Nonferrous Metal (except Copper and Aluminum) ",1
1,NITRATE COMPOUNDS,4,PRATT & WHITNEY - HMI METAL POWDERS,331492,"Secondary Smelting, Refining, and Alloying of Nonferrous Metal (except Copper and Aluminum) ",1
2,NITRATE COMPOUNDS,4,AMES GOLDSMITH,331492,"Secondary Smelting, Refining, and Alloying of Nonferrous Metal (except Copper and Aluminum) ",1
0,NITRIC ACID,4,NORTH AMERICAN HOGANAS - NIAGARA FALLS PLANT,331110,Iron and Steel Mills and Ferroalloy Manufacturing ,1
0,POLYCYCLIC AROMATIC COMPOUNDS,4,MILWARD ALLOYS INC,331313,Alumina Refining and Primary Aluminum Production ,1
2,SILVER,4,CHAPIN INTERNATIONAL,332999,All Other Miscellaneous Fabricated Metal Product Manufacturing ,2
0,SILVER,4,SABIN METAL CORP,331492,"Secondary Smelting, Refining, and Alloying of Nonferrous Metal (except Copper and Aluminum) ",1
1,SILVER,4,EASTERN ALLOYS INC,331492,"Secondary Smelting, Refining, and Alloying of Nonferrous Metal (except Copper and Aluminum) ",1
3,SILVER,4,COLONIAL WIRE & CABLE CO,332618,Other Fabricated Wire Product Manufacturing ,1
4,SILVER,4,PRATT & WHITNEY - HMI METAL POWDERS,331492,"Secondary Smelting, Refining, and Alloying of Nonferrous Metal (except Copper and Aluminum) ",1
0,ZINC COMPOUNDS,4,SABIN METAL CORP,331492,"Secondary Smelting, Refining, and Alloying of Nonferrous Metal (except Copper and Aluminum) ",1
1,ZINC COMPOUNDS,4,PRATT & WHITNEY - HMI METAL POWDERS,331492,"Secondary Smelting, Refining, and Alloying of Nonferrous Metal (except Copper and Aluminum) ",1
2,ZINC COMPOUNDS,4,AMES GOLDSMITH,331492,"Secondary Smelting, Refining, and Alloying of Nonferrous Metal (except Copper and Aluminum) ",1
